/home/rob/Reference/Crawls/www.snopes.com/critters/edibles/dogsoup.asp	False	A Korean company solicited American dog shelters for excess dogs to turn into soup.
/home/rob/Reference/Crawls/www.snopes.com/critters/malice/shark.asp	False	The media is aware that the bull shark that mauled 8-year-old Jessie Arbogast was one his uncle had been fishing for and fighting on a line for two hours, but they are suppressing that information.
/home/rob/Reference/Crawls/www.snopes.com/critters/malice/lucky.asp	False	A seeing eye dog named Lucky caused the deaths of four of his owners.
/home/rob/Reference/Crawls/www.snopes.com/critters/malice/elephant.asp	False	Man is killed by an elephant he mistakes for one he aided years earlier.
/home/rob/Reference/Crawls/www.snopes.com/critters/malice/feces.asp	False	A zookeeper in Paderborn, Germany, was killed when an elephant defecated on him.
/home/rob/Reference/Crawls/www.snopes.com/critters/defender/elephant.asp	False	During the December 2004 tsunami, elephants in Phuket, Thailand, who had broken free from their handlers returned to the beach as soon as the waves had subsided to rescue 
/home/rob/Reference/Crawls/www.snopes.com/critters/snakes/wedding.asp	False	A bride was fatally bitten by a marauding snake while posing for photos in a popular Canadian garden spot.
/home/rob/Reference/Crawls/www.snopes.com/critters/snakes/measured.asp	False	"Affectionate" python is really just measuring its intended victim.
/home/rob/Reference/Crawls/www.snopes.com/critters/snakes/ballpit.asp	False	Venomous snakes lurk in the ball pits of fast food restaurants.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/gator.asp	True	Alligators given as gifts escape.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/calico.asp	False	Attorney General John Ashcroft believes calico cats are a sign of the devil.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/snakebra.asp	True	A sweaterful of snakes was smuggled into Sweden. 
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/litter.asp	False	Pet owners face yet another hazard: radioactive kitty litter.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/chicken.asp	True	The Hollywood Freeway in Los Angeles, California, is the permanent home to a brood of chickens.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/slink.asp	True	The Swedish navy once mistook minks for enemy submarines.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/snakerob.asp	True	Snakes have been used as hold-up weapons.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/mooseluv.asp	True	An amorous moose once wooed a lawn ornament.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/jumboluv.asp	True	A village in India learned the hard way not to interfere with the course of pachyderm True Love.
/home/rob/Reference/Crawls/www.snopes.com/critters/gnus/squirrel.asp	True	Frozen squirrels have been used for criminal purposes.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/babybird.asp	False	Handling by a human will cause a baby bird to be rejected by its mother.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/pleasure.asp	True	Bonobos and dolphins are the only animals other than humans who engage in sex for pleasure.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/dogyears.asp	False	Multiplying your dog's age by seven will produce its equivalent in human years. 
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/porcupine.asp	False	Porcupines can launch their quills at attackers.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/penguin.asp	False	Penguins fall over onto their backs while trying to observe airplanes flying overhead.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/turkey.asp	False	Domesticated turkeys are so lacking in intelligence that they will look up at falling rain until they drown.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/eaglerebirth.asp	False	Eagles extend their lifespans by removing their beaks, talons, and feathers in order to grow new ones.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/bigsnake.asp	False	Indonesian villagers captured a 49-foot, 983-pound python.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/opossum.asp	False	Opossums can hang by their tails.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/lawn.asp	Undetermined	Jugs of water left on a lawn will prevent dogs from defecating there.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/frogboil.asp	False	A frog placed in water that is brought to a boil through gradual temperature increase will make no attempt to escape.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/duckecho.asp	False	A duck's quack doesn't echo, and no one knows why.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/mantis2.asp	False	Killing praying mantises is illegal in (parts of) the USA.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/elephant.asp	False	Elephants are afraid of mice.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/asthma.asp	False	Chihuahuas cure asthma.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/catsuck.asp	False	Cats suck the breath from babies, sometimes killing them.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/mantis1.asp	Not quite	Female praying mantises always eat the heads of their mates.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/reddye.asp	Undetermined	The red dye used in hummingbird nectar is harmful to the birds.
/home/rob/Reference/Crawls/www.snopes.com/critters/wild/longlegs.asp	False	The daddy longlegs is the "world's most poisonous animal."
/home/rob/Reference/Crawls/www.snopes.com/critters/lurkers/lovebugs.asp	False	"Love bugs" are the result of a genetic experiment gone wrong.
/home/rob/Reference/Crawls/www.snopes.com/critters/lurkers/lovebugs.asp?print=y	False	"Love bugs" are the result of a genetic experiment gone wrong.
/home/rob/Reference/Crawls/www.snopes.com/critters/lurkers/poodlesheep.asp	False	Thousands of Japanese pet owners were victimized by swindlers who sold them sheep and told them the animals were poodles. 
/home/rob/Reference/Crawls/www.snopes.com/critters/cruelty/gopher.asp	True	In the process of attempting to get rid of a gopher, a trio of school custodians blew up their shack. Though all three janitors were carried out on stretchers, the gopher returned to the wild unscathed.
/home/rob/Reference/Crawls/www.snopes.com/critters/cruelty/dynamite.asp	False	Two men are still making payments on a Jeep Cherokee they sent to the bottom of a frozen lake during a duck-hunting mishap.
/home/rob/Reference/Crawls/www.snopes.com/critters/farce/cowtao.asp	False	The rescued crew of a Japanese fishing trawler were held in custody when Russian officials refused to believe their claim that their boat was sunk by a falling cow.
/home/rob/Reference/Crawls/www.snopes.com/critters/farce/deaddeer.asp	Undetermined	An intoxicated motorist hits a deer with his car and, assuming the animal is dead, loads it into his back seat. The deer revives and begins kicking and biting, prompting a hilarious 911 call by the dazed and confused driver.
/home/rob/Reference/Crawls/www.snopes.com/critters/farce/ropedeer.asp	Undetermined	Farmer who attempts to rope a deer describes the painful experience.
/home/rob/Reference/Crawls/www.snopes.com/critters/farce/penguins.asp	False	You can buy a penguin on-line from penguinwarehouse.com.
/home/rob/Reference/Crawls/www.snopes.com/critters/disposal/whale.asp	True	In 1970, the Oregon Department of Transportation attempted to dispose of a whale carcass by blowing it up.
/home/rob/Reference/Crawls/www.snopes.com/critters/disposal/catrat.asp	False	A serious prospectus inviting investors to become part of a cat-and-rat farm was once circulated, the basic premise of which involved skinning cats for their fur, feeding the cat carcasses to rats, then feeding the rats to the cats being raised for their fur.
/home/rob/Reference/Crawls/www.snopes.com/critters/disposal/catchday.asp	True	Woman pens hilarious account of family's efforts to rescue trapped cat from garbage disposal.
/home/rob/Reference/Crawls/www.snopes.com/critters/crusader/ochsclosure.asp	False	The Orange County Humane Society animal shelter in Huntington Beach, California, is closing for good on 8 January 2007 and will euthanize all its animals that are not adopted before then.
/home/rob/Reference/Crawls/www.snopes.com/critters/crusader/raisins.asp	True	Raisins and grapes can be harmful to dogs. 
/home/rob/Reference/Crawls/www.snopes.com/critters/crusader/whalethanks.asp	True	Newspaper article describes an ensnared whale who seemingly thanked her rescuers.
/home/rob/Reference/Crawls/www.snopes.com/critters/crusader/febreze.asp?print=y	False	Ordinary use of Febreze brand fabric refresher poses a general danger to household pets.
/home/rob/Reference/Crawls/www.snopes.com/critters/crusader/minks.asp	True	6,500 minks set free by animal rights activists rampaged through the British countryside.
